hopDivisions= 1,

numMFCCs= 10,
[],0.25,0.5,0.75,1,1.25,1.5,1.75,2
256:,0.732 | 18.529,0.741 | 36.132,0.738 | 52.932,0.731 | 70.541,0.726 | 87.341,0.717 | 104.941,0.723 | 121.741,0.728 | 139.350
